time,machine_id,cpu_util,anomaly,lag_1
2017-10-04 01:50:00,m16,17.0,0,16.93
2017-10-04 02:00:00,m16,16.836666667,0,17.0
2017-10-04 02:10:00,m16,17.0,0,16.836666667
2017-10-04 02:20:00,m16,17.06,0,17.0
2017-10-04 02:30:00,m16,10.49,0,17.06
2017-10-04 02:40:00,m16,17.2,0,10.49
2017-10-04 02:50:00,m16,17.446666667,0,17.2
2017-10-04 03:00:00,m16,17.2,0,17.446666667
2017-10-04 03:10:00,m16,17.175,0,17.2
2017-10-04 03:20:00,m16,16.695,0,17.175
2017-10-04 03:30:00,m16,11.08,0,16.695
2017-10-04 03:40:00,m16,17.475,0,11.08
2017-10-04 03:50:00,m16,17.506666667,0,17.475
2017-10-04 04:00:00,m16,17.33,0,17.506666667
2017-10-04 04:10:00,m16,17.46,0,17.33
2017-10-04 04:20:00,m16,17.045,0,17.46
2017-10-04 04:30:00,m16,11.05,0,17.045
2017-10-04 04:40:00,m16,18.06,0,11.05
2017-10-04 04:50:00,m16,17.345,0,18.06
2017-10-04 05:00:00,m16,17.3,0,17.345
2017-10-04 05:10:00,m16,16.93,0,17.3
2017-10-04 05:20:00,m16,17.333333333,0,16.93
2017-10-04 05:30:00,m16,9.21,0,17.333333333
2017-10-04 05:40:00,m16,17.3,0,9.21
2017-10-04 05:50:00,m16,17.253333333,0,17.3
2017-10-04 06:00:00,m16,17.0,0,17.253333333
2017-10-04 06:10:00,m16,17.2,0,17.0
2017-10-04 06:20:00,m16,17.0,0,17.2
2017-10-04 06:30:00,m16,5.5666666667,0,17.0
2017-10-04 06:40:00,m16,17.025,0,5.5666666667
2017-10-04 06:50:00,m16,17.22,0,17.025
2017-10-04 07:00:00,m16,17.4,0,17.22
2017-10-04 07:10:00,m16,17.653333333,0,17.4
2017-10-04 07:20:00,m16,17.4,0,17.653333333
2017-10-04 07:30:00,m16,9.8291666667,0,17.4
2017-10-04 07:40:00,m16,17.0,0,9.8291666667
2017-10-04 07:50:00,m16,17.5,0,17.0
2017-10-04 08:00:00,m16,17.5,0,17.5
2017-10-04 08:10:00,m16,17.42,0,17.5
2017-10-04 08:20:00,m16,16.973333333,0,17.42
2017-10-04 08:30:00,m16,13.073333333,0,16.973333333
2017-10-04 08:40:00,m16,17.275,0,13.073333333
2017-10-04 08:50:00,m16,16.911666667,0,17.275
2017-10-04 09:00:00,m16,17.3,0,16.911666667
2017-10-04 09:10:00,m16,17.5,0,17.3
2017-10-04 09:20:00,m16,16.903333333,0,17.5
2017-10-04 09:30:00,m16,17.108333333,0,16.903333333
2017-10-04 09:40:00,m16,17.12,0,17.108333333
2017-10-04 09:50:00,m16,17.005,0,17.12
2017-10-04 10:00:00,m16,16.903333333,0,17.005
2017-10-04 10:10:00,m16,17.1,0,16.903333333
2017-10-04 10:20:00,m16,16.988333333,0,17.1
2017-10-04 10:30:00,m16,17.1,0,16.988333333
2017-10-04 10:40:00,m16,17.2,0,17.1
2017-10-04 10:50:00,m16,17.08,0,17.2
2017-10-04 11:00:00,m16,16.91,0,17.08
2017-10-04 11:10:00,m16,17.255,0,16.91
2017-10-04 11:20:00,m16,17.125,0,17.255
2017-10-04 11:30:00,m16,17.2,0,17.125
2017-10-04 11:40:00,m16,17.0,0,17.2
2017-10-04 11:50:00,m16,17.44,0,17.0
2017-10-04 12:00:00,m16,17.216666667,0,17.44
2017-10-04 12:10:00,m16,17.2,0,17.216666667
2017-10-04 12:20:00,m16,17.775,0,17.2
2017-10-04 12:30:00,m16,17.21,0,17.775
2017-10-04 12:40:00,m16,17.1,0,17.21
2017-10-04 12:50:00,m16,17.1,0,17.1
2017-10-04 13:00:00,m16,16.9,0,17.1
2017-10-04 13:10:00,m16,4.4166666667,0,16.9
2017-10-04 13:20:00,m16,0.2,0,4.4166666667
2017-10-04 13:30:00,m16,0.2,0,0.2
2017-10-04 13:40:00,m16,0.32,0,0.2
2017-10-04 13:50:00,m16,0.445,0,0.32
2017-10-04 14:00:00,m16,0.90333333333,0,0.445
2017-10-04 14:10:00,m16,0.2,0,0.90333333333
2017-10-04 14:20:00,m16,0.2,0,0.2
2017-10-04 14:30:00,m16,0.215,0,0.2
2017-10-04 14:40:00,m16,0.2,0,0.215
2017-10-04 14:50:00,m16,26.6,1,0.2
2017-10-04 15:00:00,m16,26.5,1,26.6
2017-10-04 15:10:00,m16,26.5,1,26.5
2017-10-04 15:20:00,m16,26.7,1,26.5
2017-10-04 15:30:00,m16,3.0266666667,0,26.7
2017-10-04 15:40:00,m16,0.325,0,3.0266666667
2017-10-04 15:50:00,m16,5.4166666667,0,0.325
2017-10-04 16:00:00,m16,30.96,1,5.4166666667
2017-10-04 16:10:00,m16,23.2,0,30.96
2017-10-04 16:20:00,m16,26.446666667,1,23.2
2017-10-04 16:30:00,m16,26.998333333,1,26.446666667
2017-10-04 16:40:00,m16,13.4,0,26.998333333
2017-10-04 16:50:00,m16,13.316666667,0,13.4
2017-10-04 17:00:00,m16,0.4,0,13.316666667
2017-10-04 17:10:00,m16,0.4,0,0.4
2017-10-04 17:20:00,m16,0.46666666667,0,0.4
2017-10-04 17:30:00,m16,0.50833333333,0,0.46666666667
2017-10-04 17:40:00,m16,0.315,0,0.50833333333
2017-10-04 17:50:00,m16,10.775,0,0.315
2017-10-04 18:00:00,m16,21.8,0,10.775
2017-10-04 18:10:00,m16,43.03,1,21.8
2017-10-04 18:20:00,m16,42.575,1,43.03
2017-10-04 18:30:00,m16,42.6,1,42.575
2017-10-04 18:40:00,m16,26.025,0,42.6
2017-10-04 18:50:00,m16,16.5,0,26.025
2017-10-04 19:00:00,m16,18.230833333,0,16.5
2017-10-04 19:10:00,m16,16.801666667,0,18.230833333
2017-10-04 19:20:00,m16,16.5,0,16.801666667
2017-10-04 19:30:00,m16,15.853333333,0,16.5
2017-10-04 19:40:00,m16,15.82,0,15.853333333
2017-10-04 19:50:00,m16,19.883333333,0,15.82
2017-10-04 20:00:00,m16,17.5,0,19.883333333
2017-10-04 20:10:00,m16,20.155,0,17.5
2017-10-04 20:20:00,m16,16.32,0,20.155
2017-10-04 20:30:00,m16,17.6,0,16.32
2017-10-04 20:40:00,m16,15.9,0,17.6
2017-10-04 20:50:00,m16,17.725,0,15.9
2017-10-04 21:00:00,m16,16.1,0,17.725
2017-10-04 21:10:00,m16,16.96,0,16.1
2017-10-04 21:20:00,m16,17.616666667,0,16.96
2017-10-04 21:30:00,m16,16.941666667,0,17.616666667
2017-10-04 21:40:00,m16,17.773333333,0,16.941666667
2017-10-04 21:50:00,m16,17.544166667,0,17.773333333
2017-10-04 22:00:00,m16,17.2,0,17.544166667
2017-10-04 22:10:00,m16,14.216666667,0,17.2
2017-10-04 22:20:00,m16,16.41,0,14.216666667
2017-10-04 22:30:00,m16,16.4,0,16.41
2017-10-04 22:40:00,m16,16.59,0,16.4
2017-10-04 22:50:00,m16,16.293333333,0,16.59
2017-10-04 23:00:00,m16,40.458333333,1,16.293333333
2017-10-04 23:10:00,m16,43.685,1,40.458333333
2017-10-04 23:20:00,m16,46.391666667,1,43.685
2017-10-04 23:30:00,m16,46.166666667,1,46.391666667
2017-10-04 23:40:00,m16,34.266666667,0,46.166666667
2017-10-04 23:50:00,m16,21.79,0,34.266666667
2017-10-05 00:00:00,m16,15.69,0,21.79
2017-10-05 00:10:00,m16,15.4,0,15.69
2017-10-05 00:20:00,m16,15.875,0,15.4
2017-10-05 00:30:00,m16,16.43,0,15.875
2017-10-05 00:40:00,m16,15.733333333,0,16.43
2017-10-05 00:50:00,m16,15.733333333,0,15.733333333
2017-10-05 01:00:00,m16,15.5,0,15.733333333
2017-10-05 01:10:00,m16,16.23,0,15.5
2017-10-05 01:20:00,m16,15.75,0,16.23
2017-10-05 01:30:00,m16,42.7,1,15.75
2017-10-05 01:40:00,m16,49.256666667,1,42.7
2017-10-05 01:50:00,m16,47.706666667,1,49.256666667
2017-10-05 02:00:00,m16,48.715,0,47.706666667
2017-10-05 02:10:00,m16,45.6,0,48.715
2017-10-05 02:20:00,m16,49.32,0,45.6
2017-10-05 02:30:00,m16,49.173333333,0,49.32
2017-10-05 02:40:00,m16,43.506666667,0,49.173333333
2017-10-05 02:50:00,m16,49.665,0,43.506666667
2017-10-05 03:00:00,m16,49.535,0,49.665
2017-10-05 03:10:00,m16,45.915833333,0,49.535
2017-10-05 03:20:00,m16,49.9,0,45.915833333
2017-10-05 03:30:00,m16,49.18,0,49.9
2017-10-05 03:40:00,m16,42.41,0,49.18
2017-10-05 03:50:00,m16,48.4,0,42.41
2017-10-05 04:00:00,m16,49.066666667,0,48.4
2017-10-05 04:10:00,m16,48.933333333,0,49.066666667
2017-10-05 04:20:00,m16,49.6,0,48.933333333
2017-10-05 04:30:00,m16,49.6,0,49.6
2017-10-05 04:40:00,m16,49.1,0,49.6
2017-10-05 04:50:00,m16,50.283333333,0,49.1
2017-10-05 05:00:00,m16,48.495,0,50.283333333
2017-10-05 05:10:00,m16,49.06,0,48.495
2017-10-05 05:20:00,m16,48.595,0,49.06
2017-10-05 05:30:00,m16,49.5,0,48.595
2017-10-05 05:40:00,m16,49.085,0,49.5
2017-10-05 05:50:00,m16,47.4,0,49.085
2017-10-05 06:00:00,m16,49.853333333,0,47.4
2017-10-05 06:10:00,m16,43.283333333,0,49.853333333
2017-10-05 06:20:00,m16,50.28,0,43.283333333
2017-10-05 06:30:00,m16,42.7,0,50.28
2017-10-05 06:40:00,m16,49.48,0,42.7
2017-10-05 06:50:00,m16,49.33,0,49.48
2017-10-05 07:00:00,m16,43.14,0,49.33
2017-10-05 07:10:00,m16,49.773333333,0,43.14
2017-10-05 07:20:00,m16,50.3,0,49.773333333
2017-10-05 07:30:00,m16,48.05,0,50.3
2017-10-05 07:40:00,m16,50.12,0,48.05
2017-10-05 07:50:00,m16,48.1,0,50.12
2017-10-05 08:00:00,m16,42.6,0,48.1
2017-10-05 08:10:00,m16,42.156666667,0,42.6
2017-10-05 08:20:00,m16,49.0,0,42.156666667
2017-10-05 08:30:00,m16,48.353333333,0,49.0
2017-10-05 08:40:00,m16,48.473333333,0,48.353333333
2017-10-05 08:50:00,m16,49.44,0,48.473333333
2017-10-05 09:00:00,m16,49.066666667,0,49.44
2017-10-05 09:10:00,m16,47.166666667,0,49.066666667
2017-10-05 09:20:00,m16,49.226666667,0,47.166666667
2017-10-05 09:30:00,m16,50.5,0,49.226666667
2017-10-05 09:40:00,m16,45.12,0,50.5
2017-10-05 09:50:00,m16,50.575,0,45.12
2017-10-05 10:00:00,m16,49.433333333,0,50.575
2017-10-05 10:10:00,m16,49.89,0,49.433333333
2017-10-05 10:20:00,m16,49.25,0,49.89
2017-10-05 10:30:00,m16,49.63,0,49.25
2017-10-05 10:40:00,m16,49.25,0,49.63
2017-10-05 10:50:00,m16,50.24,0,49.25
2017-10-05 11:00:00,m16,49.066666667,0,50.24
2017-10-05 11:10:00,m16,49.2,0,49.066666667
2017-10-05 11:20:00,m16,48.958333333,0,49.2
2017-10-05 11:30:00,m16,45.716666667,0,48.958333333
2017-10-05 11:40:00,m16,50.06,0,45.716666667
2017-10-05 11:50:00,m16,49.083333333,0,50.06
2017-10-05 12:00:00,m16,49.16,0,49.083333333
2017-10-05 12:10:00,m16,48.618333333,0,49.16
2017-10-05 12:20:00,m16,49.3,0,48.618333333
2017-10-05 12:30:00,m16,49.993333333,0,49.3
2017-10-05 12:40:00,m16,44.3,0,49.993333333
2017-10-05 12:50:00,m16,49.026666667,0,44.3
2017-10-05 13:00:00,m16,50.16,0,49.026666667
2017-10-05 13:10:00,m16,42.946666667,0,50.16
2017-10-05 13:20:00,m16,49.353333333,0,42.946666667
2017-10-05 13:30:00,m16,49.5,0,49.353333333
2017-10-05 13:40:00,m16,46.963333333,0,49.5
2017-10-05 13:50:00,m16,49.221666667,0,46.963333333
2017-10-05 14:00:00,m16,49.48,0,49.221666667
2017-10-05 14:10:00,m16,49.371666667,0,49.48
2017-10-05 14:20:00,m16,49.821666667,0,49.371666667
2017-10-05 14:30:00,m16,43.573333333,0,49.821666667
2017-10-05 14:40:00,m16,43.396666667,0,43.573333333
2017-10-05 14:50:00,m16,42.563333333,0,43.396666667
2017-10-05 15:00:00,m16,49.59,0,42.563333333
2017-10-05 15:10:00,m16,42.126666667,0,49.59
2017-10-05 15:20:00,m16,44.84,0,42.126666667
2017-10-05 15:30:00,m16,39.79,0,44.84
2017-10-05 15:40:00,m16,50.875,0,39.79
2017-10-05 15:50:00,m16,48.935,0,50.875
2017-10-05 16:00:00,m16,49.086666667,0,48.935
2017-10-05 16:10:00,m16,47.455,0,49.086666667
2017-10-05 16:20:00,m16,48.166666667,0,47.455
2017-10-05 16:30:00,m16,51.416666667,0,48.166666667
2017-10-05 16:40:00,m16,52.42,0,51.416666667
2017-10-05 16:50:00,m16,43.325,0,52.42
2017-10-05 17:00:00,m16,46.373333333,0,43.325
2017-10-05 17:10:00,m16,51.853333333,0,46.373333333
2017-10-05 17:20:00,m16,50.546666667,0,51.853333333
2017-10-05 17:30:00,m16,48.5,0,50.546666667
2017-10-05 17:40:00,m16,50.43,0,48.5
2017-10-05 17:50:00,m16,49.893333333,0,50.43
2017-10-05 18:00:00,m16,50.53,0,49.893333333
2017-10-05 18:10:00,m16,48.775,0,50.53
2017-10-05 18:20:00,m16,41.79,0,48.775
2017-10-05 18:30:00,m16,42.33,0,41.79
2017-10-05 18:40:00,m16,49.476666667,0,42.33
2017-10-05 18:50:00,m16,48.74,0,49.476666667
2017-10-05 19:00:00,m16,51.976666667,0,48.74
2017-10-05 19:10:00,m16,45.948333333,0,51.976666667
2017-10-05 19:20:00,m16,49.42,0,45.948333333
2017-10-05 19:30:00,m16,51.85,0,49.42
2017-10-05 19:40:00,m16,52.525,0,51.85
2017-10-05 19:50:00,m16,52.96,0,52.525
2017-10-05 20:00:00,m16,50.933333333,0,52.96
2017-10-05 20:10:00,m16,50.7,0,50.933333333
2017-10-05 20:20:00,m16,66.9,1,50.7
2017-10-05 20:30:00,m16,50.466666667,0,66.9
2017-10-05 20:40:00,m16,51.026666667,0,50.466666667
2017-10-05 20:50:00,m16,48.38,0,51.026666667
2017-10-05 21:00:00,m16,51.0,0,48.38
2017-10-05 21:10:00,m16,50.741666667,0,51.0
2017-10-05 21:20:00,m16,32.491666667,0,50.741666667
2017-10-05 21:30:00,m16,50.523333333,0,32.491666667
2017-10-05 21:40:00,m16,49.558333333,0,50.523333333
2017-10-05 21:50:00,m16,50.346666667,0,49.558333333
2017-10-05 22:00:00,m16,50.186666667,0,50.346666667
2017-10-05 22:10:00,m16,31.45,0,50.186666667
2017-10-05 22:20:00,m16,30.165,0,31.45
2017-10-05 22:30:00,m16,34.99,0,30.165
2017-10-05 22:40:00,m16,50.88,0,34.99
2017-10-05 22:50:00,m16,50.3975,0,50.88
2017-10-05 23:00:00,m16,50.853333333,0,50.3975
2017-10-05 23:10:00,m16,50.625,0,50.853333333
2017-10-05 23:20:00,m16,48.913333333,0,50.625
2017-10-05 23:30:00,m16,51.18,0,48.913333333
2017-10-05 23:40:00,m16,33.4,0,51.18
2017-10-05 23:50:00,m16,50.8,0,33.4
2017-10-06 00:00:00,m16,31.306666667,0,50.8
2017-10-06 00:10:00,m16,50.491666667,0,31.306666667
2017-10-06 00:20:00,m16,47.78,0,50.491666667
2017-10-06 00:30:00,m16,50.663333333,1,47.78
2017-10-06 00:40:00,m16,50.933333333,0,50.663333333
2017-10-06 00:50:00,m16,34.445,0,50.933333333
2017-10-06 01:00:00,m16,33.091666667,0,34.445
2017-10-06 01:10:00,m16,32.95,0,33.091666667
2017-10-06 01:20:00,m16,43.89,0,32.95
2017-10-06 01:30:00,m16,50.24,0,43.89
2017-10-06 01:40:00,m16,50.563333333,0,50.24
2017-10-06 01:50:00,m16,50.6,0,50.563333333
2017-10-06 02:00:00,m16,47.933333333,0,50.6
2017-10-06 02:10:00,m16,50.24,0,47.933333333
2017-10-06 02:20:00,m16,50.746666667,0,50.24
2017-10-06 02:30:00,m16,50.348333333,0,50.746666667
2017-10-06 02:40:00,m16,40.54,0,50.348333333
2017-10-06 02:50:00,m16,50.6,0,40.54
2017-10-06 03:00:00,m16,50.7,0,50.6
2017-10-06 03:10:00,m16,48.393333333,0,50.7
2017-10-06 03:20:00,m16,31.133333333,0,48.393333333
2017-10-06 03:30:00,m16,33.406666667,0,31.133333333
2017-10-06 03:40:00,m16,34.095,0,33.406666667
2017-10-06 03:50:00,m16,34.283333333,0,34.095
2017-10-06 04:00:00,m16,50.293333333,1,34.283333333
2017-10-06 04:10:00,m16,49.9,1,50.293333333
2017-10-06 04:20:00,m16,33.08,0,49.9
2017-10-06 04:30:00,m16,50.8,1,33.08
2017-10-06 04:40:00,m16,32.979166667,0,50.8
2017-10-06 04:50:00,m16,32.133333333,0,32.979166667
2017-10-06 05:00:00,m16,33.718333333,0,32.133333333
2017-10-06 05:10:00,m16,49.013333333,1,33.718333333
2017-10-06 05:20:00,m16,34.64,0,49.013333333
2017-10-06 05:30:00,m16,32.166666667,0,34.64
2017-10-06 05:40:00,m16,34.108333333,0,32.166666667
2017-10-06 05:50:00,m16,40.475,0,34.108333333
2017-10-06 06:00:00,m16,50.575,0,40.475
2017-10-06 06:10:00,m16,50.4,0,50.575
2017-10-06 06:20:00,m16,47.54,0,50.4
2017-10-06 06:30:00,m16,50.221666667,0,47.54
2017-10-06 06:40:00,m16,50.4,0,50.221666667
2017-10-06 06:50:00,m16,42.673333333,0,50.4
2017-10-06 07:00:00,m16,41.89,0,42.673333333
2017-10-06 07:10:00,m16,33.848333333,0,41.89
2017-10-06 07:20:00,m16,51.1,0,33.848333333
2017-10-06 07:30:00,m16,35.0,0,51.1
2017-10-06 07:40:00,m16,44.668333333,0,35.0
2017-10-06 07:50:00,m16,50.7,0,44.668333333
2017-10-06 08:00:00,m16,50.62,0,50.7
2017-10-06 08:10:00,m16,50.65,0,50.62
2017-10-06 08:20:00,m16,34.126666667,0,50.65
2017-10-06 08:30:00,m16,50.22,0,34.126666667
2017-10-06 08:40:00,m16,34.92,0,50.22
2017-10-06 08:50:00,m16,50.8,0,34.92
2017-10-06 09:00:00,m16,44.403333333,0,50.8
2017-10-06 09:10:00,m16,49.7,0,44.403333333
2017-10-06 09:20:00,m16,50.8,0,49.7
2017-10-06 09:30:00,m16,34.726666667,0,50.8
2017-10-06 09:40:00,m16,33.96,0,34.726666667
2017-10-06 09:50:00,m16,34.07,0,33.96
2017-10-06 10:00:00,m16,40.92,0,34.07
2017-10-06 10:10:00,m16,50.085,0,40.92
2017-10-06 10:20:00,m16,50.346666667,0,50.085
2017-10-06 10:30:00,m16,50.3,0,50.346666667
2017-10-06 10:40:00,m16,50.7,0,50.3
2017-10-06 10:50:00,m16,34.766666667,0,50.7
2017-10-06 11:00:00,m16,50.655,0,34.766666667
2017-10-06 11:10:00,m16,50.62,0,50.655
2017-10-06 11:20:00,m16,50.1,0,50.62
2017-10-06 11:30:00,m16,49.86,0,50.1
2017-10-06 11:40:00,m16,40.4,0,49.86
2017-10-06 11:50:00,m16,40.733333333,0,40.4
2017-10-06 12:00:00,m16,49.025,0,40.733333333
2017-10-06 12:10:00,m16,49.55,0,49.025
2017-10-06 12:20:00,m16,49.408333333,0,49.55
