time;machine_id;mem_total;mem_free
2017-10-03T00:47:00.000000Z;m21;528272672.0;132023002.67
2017-10-03T00:48:00.000000Z;m21;528272672.0;131442378.67
2017-10-03T00:49:00.000000Z;m21;528272672.0;131936266.13
2017-10-03T00:50:00.000000Z;m21;528272672.0;132402131.2
2017-10-03T00:51:00.000000Z;m21;528272672.0;132277901.87
2017-10-03T00:52:00.000000Z;m21;528272672.0;132086221.33
2017-10-03T00:53:00.000000Z;m21;528272672.0;132170538.67
2017-10-03T00:54:00.000000Z;m21;528272672.0;132358632.53
2017-10-03T00:55:00.000000Z;m21;528272672.0;132415600.67
2017-10-03T00:56:00.000000Z;m21;528272672.0;132555462.93
2017-10-03T00:57:00.000000Z;m21;528272672.0;132862049.07
2017-10-03T00:58:00.000000Z;m21;528272672.0;133012320.0
2017-10-03T00:59:00.000000Z;m21;528272672.0;133049572.0
2017-10-03T01:00:00.000000Z;m21;528272672.0;133181172.27
2017-10-03T01:01:00.000000Z;m21;528272672.0;133241252.67
2017-10-03T01:02:00.000000Z;m21;528272672.0;133187293.87
2017-10-03T01:03:00.000000Z;m21;528272672.0;133168596.0
2017-10-03T01:04:00.000000Z;m21;528272672.0;133208172.27
2017-10-03T01:05:00.000000Z;m21;528272672.0;133205379.2
2017-10-03T01:06:00.000000Z;m21;528272672.0;133110810.67
2017-10-03T01:07:00.000000Z;m21;528272672.0;133032330.13
2017-10-03T01:08:00.000000Z;m21;528272672.0;132971125.07
2017-10-03T01:09:00.000000Z;m21;528272672.0;132971075.47
2017-10-03T01:10:00.000000Z;m21;528272672.0;133038904.8
2017-10-03T01:11:00.000000Z;m21;528272672.0;133064411.6
2017-10-03T01:12:00.000000Z;m21;528272672.0;133110342.67
2017-10-03T01:13:00.000000Z;m21;528272672.0;133013178.67
2017-10-03T01:14:00.000000Z;m21;528272672.0;132961250.4
2017-10-03T01:15:00.000000Z;m21;528272672.0;132948356.53
2017-10-03T01:16:00.000000Z;m21;528272672.0;132767054.13
2017-10-03T01:17:00.000000Z;m21;528272672.0;132548268.27
2017-10-03T01:18:00.000000Z;m21;528272672.0;132479072.0
2017-10-03T01:19:00.000000Z;m21;528272672.0;132362724.27
2017-10-03T01:20:00.000000Z;m21;528272672.0;132375032.8
2017-10-03T01:21:00.000000Z;m21;528272672.0;132481362.8
2017-10-03T01:22:00.000000Z;m21;528272672.0;132477355.2
2017-10-03T01:23:00.000000Z;m21;528272672.0;132523540.53
2017-10-03T01:24:00.000000Z;m21;528272672.0;132632212.0
2017-10-03T01:25:00.000000Z;m21;528272672.0;132694178.0
2017-10-03T01:26:00.000000Z;m21;528272672.0;132722347.07
2017-10-03T01:27:00.000000Z;m21;528272672.0;132669874.67
2017-10-03T01:28:00.000000Z;m21;528272672.0;132609075.47
2017-10-03T01:29:00.000000Z;m21;528272672.0;132571700.8
2017-10-03T01:30:00.000000Z;m21;528272672.0;132542325.33
2017-10-03T01:31:00.000000Z;m21;528272672.0;132574721.87
2017-10-03T01:32:00.000000Z;m21;528272672.0;132660745.6
2017-10-03T01:33:00.000000Z;m21;528272672.0;132386008.0
2017-10-03T01:34:00.000000Z;m21;528272672.0;132451603.47
2017-10-03T01:35:00.000000Z;m21;528272672.0;132887912.8
2017-10-03T01:36:00.000000Z;m21;528272672.0;132893657.6
2017-10-03T01:37:00.000000Z;m21;528272672.0;132765598.0
2017-10-03T01:38:00.000000Z;m21;528272672.0;132666890.0
2017-10-03T01:39:00.000000Z;m21;528272672.0;132765348.53
2017-10-03T01:40:00.000000Z;m21;528272672.0;132877881.07
2017-10-03T01:41:00.000000Z;m21;528272672.0;132902702.67
2017-10-03T01:42:00.000000Z;m21;528272672.0;132965532.8
2017-10-03T01:43:00.000000Z;m21;528272672.0;132994748.0
2017-10-03T01:44:00.000000Z;m21;528272672.0;132918450.67
2017-10-03T01:45:00.000000Z;m21;528272672.0;132884288.8
2017-10-03T01:46:00.000000Z;m21;528272672.0;132850556.27
2017-10-03T01:47:00.000000Z;m21;528272672.0;133063610.93
2017-10-03T01:48:00.000000Z;m21;528272672.0;133319555.2
2017-10-03T01:49:00.000000Z;m21;528272672.0;133539123.2
2017-10-03T01:50:00.000000Z;m21;528272672.0;133813683.2
2017-10-03T01:51:00.000000Z;m21;528272672.0;133903218.4
2017-10-03T01:52:00.000000Z;m21;528272672.0;133893268.0
2017-10-03T01:53:00.000000Z;m21;528272672.0;133774892.0
2017-10-03T01:54:00.000000Z;m21;528272672.0;133750800.67
2017-10-03T01:55:00.000000Z;m21;528272672.0;133838436.0
2017-10-03T01:56:00.000000Z;m21;528272672.0;133941090.13
2017-10-03T01:57:00.000000Z;m21;528272672.0;133856976.0
2017-10-03T01:58:00.000000Z;m21;528272672.0;133712928.0
2017-10-03T01:59:00.000000Z;m21;528272672.0;133691184.8
2017-10-03T02:00:00.000000Z;m21;528272672.0;133759152.0
2017-10-03T02:01:00.000000Z;m21;528272672.0;134034968.8
2017-10-03T02:02:00.000000Z;m21;528272672.0;134189062.93
2017-10-03T02:03:00.000000Z;m21;528272672.0;134027942.93
2017-10-03T02:04:00.000000Z;m21;528272672.0;133912472.0
2017-10-03T02:05:00.000000Z;m21;528272672.0;134003374.67
2017-10-03T02:06:00.000000Z;m21;528272672.0;134095361.33
2017-10-03T02:07:00.000000Z;m21;528272672.0;133877209.6
2017-10-03T02:08:00.000000Z;m21;528272672.0;133932170.0
2017-10-03T02:09:00.000000Z;m21;528272672.0;133907714.67
2017-10-03T02:10:00.000000Z;m21;528272672.0;133666801.6
2017-10-03T02:11:00.000000Z;m21;528272672.0;133509416.0
2017-10-03T02:12:00.000000Z;m21;528272672.0;133467718.4
2017-10-03T02:13:00.000000Z;m21;528272672.0;132671548.4
2017-10-03T02:14:00.000000Z;m21;528272672.0;133186088.0
2017-10-03T02:15:00.000000Z;m21;528272672.0;138700418.67
2017-10-03T02:16:00.000000Z;m21;528272672.0;142051291.73
2017-10-03T02:17:00.000000Z;m21;528272672.0;151881865.6
2017-10-03T02:18:00.000000Z;m21;528272672.0;151744267.2
2017-10-03T02:19:00.000000Z;m21;528272672.0;151608501.07
2017-10-03T02:20:00.000000Z;m21;528272672.0;151690086.67
2017-10-03T02:21:00.000000Z;m21;528272672.0;151695944.0
2017-10-03T02:22:00.000000Z;m21;528272672.0;151700172.8
2017-10-03T02:23:00.000000Z;m21;528272672.0;151617088.0
2017-10-03T02:24:00.000000Z;m21;528272672.0;151461360.53
2017-10-03T02:25:00.000000Z;m21;528272672.0;151126265.6
2017-10-03T02:26:00.000000Z;m21;528272672.0;151053018.4
2017-10-03T02:27:00.000000Z;m21;528272672.0;151196920.0
2017-10-03T02:28:00.000000Z;m21;528272672.0;151237486.4
2017-10-03T02:29:00.000000Z;m21;528272672.0;151058259.2
2017-10-03T02:30:00.000000Z;m21;528272672.0;151147860.0
2017-10-03T02:31:00.000000Z;m21;528272672.0;151347132.8
2017-10-03T02:32:00.000000Z;m21;528272672.0;151342443.2
2017-10-03T02:33:00.000000Z;m21;528272672.0;151190050.13
2017-10-03T02:34:00.000000Z;m21;528272672.0;151207689.6
2017-10-03T02:35:00.000000Z;m21;528272672.0;151255895.47
2017-10-03T02:36:00.000000Z;m21;528272672.0;151266808.0
2017-10-03T02:37:00.000000Z;m21;528272672.0;150911957.33
2017-10-03T02:38:00.000000Z;m21;528272672.0;150909093.33
2017-10-03T02:39:00.000000Z;m21;528272672.0;151263475.2
2017-10-03T02:40:00.000000Z;m21;528272672.0;151471742.4
2017-10-03T02:41:00.000000Z;m21;528272672.0;151505504.0
2017-10-03T02:42:00.000000Z;m21;528272672.0;151540776.53
2017-10-03T02:43:00.000000Z;m21;528272672.0;151669899.2
2017-10-03T02:44:00.000000Z;m21;528272672.0;151726514.93
2017-10-03T02:45:00.000000Z;m21;528272672.0;151754652.0
2017-10-03T02:46:00.000000Z;m21;528272672.0;151799813.6
2017-10-03T02:47:00.000000Z;m21;528272672.0;151904914.67
2017-10-03T02:48:00.000000Z;m21;528272672.0;152010912.0
2017-10-03T02:49:00.000000Z;m21;528272672.0;152129166.93
2017-10-03T02:50:00.000000Z;m21;528272672.0;152094753.6
2017-10-03T02:51:00.000000Z;m21;528272672.0;152009803.73
2017-10-03T02:52:00.000000Z;m21;528272672.0;151949068.8
2017-10-03T02:53:00.000000Z;m21;528272672.0;151600844.8
2017-10-03T02:54:00.000000Z;m21;528272672.0;151687864.0
2017-10-03T02:55:00.000000Z;m21;528272672.0;151517477.33
2017-10-03T02:56:00.000000Z;m21;528272672.0;151414641.07
2017-10-03T02:57:00.000000Z;m21;528272672.0;151135592.0
2017-10-03T02:58:00.000000Z;m21;528272672.0;151192256.0
2017-10-03T02:59:00.000000Z;m21;528272672.0;151031649.33
2017-10-03T03:00:00.000000Z;m21;528272672.0;150777513.6
2017-10-03T03:01:00.000000Z;m21;528272672.0;150909161.6
2017-10-03T03:02:00.000000Z;m21;528272672.0;150946625.33
2017-10-03T03:03:00.000000Z;m21;528272672.0;150600128.0
2017-10-03T03:04:00.000000Z;m21;528272672.0;150654320.0
2017-10-03T03:05:00.000000Z;m21;528272672.0;150531498.4
2017-10-03T03:06:00.000000Z;m21;528272672.0;150465251.73
2017-10-03T03:07:00.000000Z;m21;528272672.0;150340184.0
2017-10-03T03:08:00.000000Z;m21;528272672.0;150367040.27
2017-10-03T03:09:00.000000Z;m21;528272672.0;150422828.8
2017-10-03T03:10:00.000000Z;m21;528272672.0;150365056.0
2017-10-03T03:11:00.000000Z;m21;528272672.0;150270468.0
2017-10-03T03:12:00.000000Z;m21;528272672.0;150272313.6
2017-10-03T03:13:00.000000Z;m21;528272672.0;150258980.8
2017-10-03T03:14:00.000000Z;m21;528272672.0;150312428.8
2017-10-03T03:15:00.000000Z;m21;528272672.0;150335424.8
2017-10-03T03:16:00.000000Z;m21;528272672.0;150292081.6
2017-10-03T03:17:00.000000Z;m21;528272672.0;150292440.0
2017-10-03T03:18:00.000000Z;m21;528272672.0;150308380.8
2017-10-03T03:19:00.000000Z;m21;528272672.0;150058857.87
2017-10-03T03:20:00.000000Z;m21;528272672.0;149769877.33
2017-10-03T03:21:00.000000Z;m21;528272672.0;149384512.53
2017-10-03T03:22:00.000000Z;m21;528272672.0;149195202.13
2017-10-03T03:23:00.000000Z;m21;528272672.0;149084120.0
2017-10-03T03:24:00.000000Z;m21;528272672.0;149079245.07
2017-10-03T03:25:00.000000Z;m21;528272672.0;148647184.0
2017-10-03T03:26:00.000000Z;m21;528272672.0;148684528.0
2017-10-03T03:27:00.000000Z;m21;528272672.0;148772341.33
2017-10-03T03:28:00.000000Z;m21;528272672.0;148629886.4
2017-10-03T03:29:00.000000Z;m21;528272672.0;148475454.4
2017-10-03T03:30:00.000000Z;m21;528272672.0;148311674.4
2017-10-03T03:31:00.000000Z;m21;528272672.0;148283210.93
2017-10-03T03:32:00.000000Z;m21;528272672.0;148254823.2
2017-10-03T03:33:00.000000Z;m21;528272672.0;148112576.0
2017-10-03T03:34:00.000000Z;m21;528272672.0;147874414.67
2017-10-03T03:35:00.000000Z;m21;528272672.0;147930541.6
2017-10-03T03:36:00.000000Z;m21;528272672.0;147942124.8
2017-10-03T03:37:00.000000Z;m21;528272672.0;147893347.2
2017-10-03T03:38:00.000000Z;m21;528272672.0;147785226.4
2017-10-03T03:39:00.000000Z;m21;528272672.0;147817412.53
2017-10-03T03:40:00.000000Z;m21;528272672.0;147905504.0
2017-10-03T03:41:00.000000Z;m21;528272672.0;147827986.67
2017-10-03T03:42:00.000000Z;m21;528272672.0;147667004.8
2017-10-03T03:43:00.000000Z;m21;528272672.0;147430376.0
2017-10-03T03:44:00.000000Z;m21;528272672.0;147345219.2
2017-10-03T03:45:00.000000Z;m21;528272672.0;147527712.0
2017-10-03T03:46:00.000000Z;m21;528272672.0;147635572.27
2017-10-03T03:47:00.000000Z;m21;528272672.0;147619884.0
2017-10-03T03:48:00.000000Z;m21;528272672.0;147627979.73
2017-10-03T03:49:00.000000Z;m21;528272672.0;147753265.07
2017-10-03T03:50:00.000000Z;m21;528272672.0;147844859.73
2017-10-03T03:51:00.000000Z;m21;528272672.0;147790393.6
2017-10-03T03:52:00.000000Z;m21;528272672.0;147764436.0
2017-10-03T03:53:00.000000Z;m21;528272672.0;147613638.93
2017-10-03T03:54:00.000000Z;m21;528272672.0;147453277.33
2017-10-03T03:55:00.000000Z;m21;528272672.0;147284671.73
2017-10-03T03:56:00.000000Z;m21;528272672.0;147356196.0
2017-10-03T03:57:00.000000Z;m21;528272672.0;147563444.0
2017-10-03T03:58:00.000000Z;m21;528272672.0;147638706.4
2017-10-03T03:59:00.000000Z;m21;528272672.0;147666162.13
2017-10-03T04:00:00.000000Z;m21;528272672.0;147583529.33
2017-10-03T04:01:00.000000Z;m21;528272672.0;147547736.0
2017-10-03T04:02:00.000000Z;m21;528272672.0;147451670.4
2017-10-03T04:03:00.000000Z;m21;528272672.0;147182022.4
2017-10-03T04:04:00.000000Z;m21;528272672.0;147576876.8
2017-10-03T04:05:00.000000Z;m21;528272672.0;147717765.87
2017-10-03T04:06:00.000000Z;m21;528272672.0;147728385.33
2017-10-03T04:07:00.000000Z;m21;528272672.0;147606394.67
2017-10-03T04:08:00.000000Z;m21;528272672.0;147375526.4
2017-10-03T04:09:00.000000Z;m21;528272672.0;147438029.87
2017-10-03T04:10:00.000000Z;m21;528272672.0;147495446.4
2017-10-03T04:11:00.000000Z;m21;528272672.0;147539997.87
2017-10-03T04:12:00.000000Z;m21;528272672.0;147620281.6
2017-10-03T04:13:00.000000Z;m21;528272672.0;147554214.4
2017-10-03T04:14:00.000000Z;m21;528272672.0;147610406.67
2017-10-03T04:15:00.000000Z;m21;528272672.0;147702206.67
2017-10-03T04:16:00.000000Z;m21;528272672.0;147740917.33
2017-10-03T04:17:00.000000Z;m21;528272672.0;147753440.0
2017-10-03T04:18:00.000000Z;m21;528272672.0;147753440.0
2017-10-03T04:19:00.000000Z;m21;528272672.0;147769760.53
2017-10-03T04:20:00.000000Z;m21;528272672.0;147769760.53
2017-10-03T04:21:00.000000Z;m21;528272672.0;147455848.0
2017-10-03T04:22:00.000000Z;m21;528272672.0;147455848.0
2017-10-03T04:23:00.000000Z;m21;528272672.0;147329017.6
2017-10-03T04:24:00.000000Z;m21;528272672.0;147359969.6
2017-10-03T04:25:00.000000Z;m21;528272672.0;147286374.4
2017-10-03T04:26:00.000000Z;m21;528272672.0;147283776.0
2017-10-03T04:27:00.000000Z;m21;528272672.0;147390226.67
2017-10-03T04:28:00.000000Z;m21;528272672.0;147549122.4
2017-10-03T04:29:00.000000Z;m21;528272672.0;147731639.2
2017-10-03T04:30:00.000000Z;m21;528272672.0;147769718.4
2017-10-03T04:31:00.000000Z;m21;528272672.0;147897962.67
2017-10-03T04:32:00.000000Z;m21;528272672.0;147944857.87
2017-10-03T04:33:00.000000Z;m21;528272672.0;147989376.0
2017-10-03T04:34:00.000000Z;m21;528272672.0;147835065.6
2017-10-03T04:35:00.000000Z;m21;528272672.0;147687362.4
2017-10-03T04:36:00.000000Z;m21;528272672.0;147354723.2
2017-10-03T04:37:00.000000Z;m21;528272672.0;147244954.67
2017-10-03T04:38:00.000000Z;m21;528272672.0;147256620.27
2017-10-03T04:39:00.000000Z;m21;528272672.0;147302270.4
2017-10-03T04:40:00.000000Z;m21;528272672.0;147265765.33
2017-10-03T04:41:00.000000Z;m21;528272672.0;147213401.6
2017-10-03T04:42:00.000000Z;m21;528272672.0;147092832.0
2017-10-03T04:43:00.000000Z;m21;528272672.0;147119387.2
2017-10-03T04:44:00.000000Z;m21;528272672.0;147175276.27
2017-10-03T04:45:00.000000Z;m21;528272672.0;147275968.0
2017-10-03T04:46:00.000000Z;m21;528272672.0;147054102.4
2017-10-03T04:47:00.000000Z;m21;528272672.0;147112209.33
2017-10-03T04:48:00.000000Z;m21;528272672.0;147081165.33
2017-10-03T04:49:00.000000Z;m21;528272672.0;147071410.4
2017-10-03T04:50:00.000000Z;m21;528272672.0;146899352.0
2017-10-03T04:51:00.000000Z;m21;528272672.0;146811113.6
2017-10-03T04:52:00.000000Z;m21;528272672.0;146855514.67
2017-10-03T04:53:00.000000Z;m21;528272672.0;146782744.8
2017-10-03T04:54:00.000000Z;m21;528272672.0;146313650.67
2017-10-03T04:55:00.000000Z;m21;528272672.0;146252307.2
2017-10-03T04:56:00.000000Z;m21;528272672.0;146187969.07
2017-10-03T04:57:00.000000Z;m21;528272672.0;146162790.4
2017-10-03T04:58:00.000000Z;m21;528272672.0;146225178.67
2017-10-03T04:59:00.000000Z;m21;528272672.0;146396862.4
2017-10-03T05:00:00.000000Z;m21;528272672.0;146411372.8
2017-10-03T05:01:00.000000Z;m21;528272672.0;146344728.27
2017-10-03T05:02:00.000000Z;m21;528272672.0;146234648.0
2017-10-03T05:03:00.000000Z;m21;528272672.0;146231873.6
2017-10-03T05:04:00.000000Z;m21;528272672.0;146240051.2
2017-10-03T05:05:00.000000Z;m21;528272672.0;146178397.33
2017-10-03T05:06:00.000000Z;m21;528272672.0;145921144.8
2017-10-03T05:07:00.000000Z;m21;528272672.0;145838312.0
2017-10-03T05:08:00.000000Z;m21;528272672.0;145969552.8
2017-10-03T05:09:00.000000Z;m21;528272672.0;146018978.67
2017-10-03T05:10:00.000000Z;m21;528272672.0;146199632.0
2017-10-03T05:11:00.000000Z;m21;528272672.0;146301380.0
2017-10-03T05:12:00.000000Z;m21;528272672.0;146231056.0
2017-10-03T05:13:00.000000Z;m21;528272672.0;146165530.67
2017-10-03T05:14:00.000000Z;m21;528272672.0;146268845.33
2017-10-03T05:15:00.000000Z;m21;528272672.0;146344450.67
2017-10-03T05:16:00.000000Z;m21;528272672.0;146246932.0
2017-10-03T05:17:00.000000Z;m21;528272672.0;146160366.93
2017-10-03T05:18:00.000000Z;m21;528272672.0;146120858.4
2017-10-03T05:19:00.000000Z;m21;528272672.0;146132272.0
2017-10-03T05:20:00.000000Z;m21;528272672.0;146159409.07
2017-10-03T05:21:00.000000Z;m21;528272672.0;146219017.07
2017-10-03T05:22:00.000000Z;m21;528272672.0;146334976.0
2017-10-03T05:23:00.000000Z;m21;528272672.0;146389893.33
2017-10-03T05:24:00.000000Z;m21;528272672.0;146169658.4
2017-10-03T05:25:00.000000Z;m21;528272672.0;145829209.6
2017-10-03T05:26:00.000000Z;m21;528272672.0;145759198.13
2017-10-03T05:27:00.000000Z;m21;528272672.0;145728032.0
2017-10-03T05:28:00.000000Z;m21;528272672.0;145751420.8
2017-10-03T05:29:00.000000Z;m21;528272672.0;145808246.93
2017-10-03T05:30:00.000000Z;m21;528272672.0;145884284.8
2017-10-03T05:31:00.000000Z;m21;528272672.0;145919547.2
2017-10-03T05:32:00.000000Z;m21;528272672.0;145870727.47
2017-10-03T05:33:00.000000Z;m21;528272672.0;145762094.4
2017-10-03T05:34:00.000000Z;m21;528272672.0;145614128.0
2017-10-03T05:35:00.000000Z;m21;528272672.0;145591066.67
2017-10-03T05:36:00.000000Z;m21;528272672.0;145454613.33
2017-10-03T05:37:00.000000Z;m21;528272672.0;145198051.2
2017-10-03T05:38:00.000000Z;m21;528272672.0;144738569.33
2017-10-03T05:39:00.000000Z;m21;528272672.0;144256316.27
2017-10-03T05:40:00.000000Z;m21;528272672.0;143808515.2
2017-10-03T05:41:00.000000Z;m21;528272672.0;143641337.6
2017-10-03T05:42:00.000000Z;m21;528272672.0;143328166.4
2017-10-03T05:43:00.000000Z;m21;528272672.0;143075646.67
2017-10-03T05:44:00.000000Z;m21;528272672.0;142815887.2
2017-10-03T05:45:00.000000Z;m21;528272672.0;142651061.87
2017-10-03T05:46:00.000000Z;m21;528272672.0;142559314.13
2017-10-03T05:47:00.000000Z;m21;528272672.0;142529278.4
2017-10-03T05:48:00.000000Z;m21;528272672.0;142560052.8
2017-10-03T05:49:00.000000Z;m21;528272672.0;142519011.2
2017-10-03T05:50:00.000000Z;m21;528272672.0;142560014.4
2017-10-03T05:51:00.000000Z;m21;528272672.0;142567195.2
2017-10-03T05:52:00.000000Z;m21;528272672.0;142536861.87
2017-10-03T05:53:00.000000Z;m21;528272672.0;142547270.93
2017-10-03T05:54:00.000000Z;m21;528272672.0;142573722.67
2017-10-03T05:55:00.000000Z;m21;528272672.0;142626220.0
2017-10-03T05:56:00.000000Z;m21;528272672.0;142321036.8
2017-10-03T05:57:00.000000Z;m21;528272672.0;141792950.4
2017-10-03T05:58:00.000000Z;m21;528272672.0;141640224.0
2017-10-03T05:59:00.000000Z;m21;528272672.0;141261235.73
2017-10-03T06:00:00.000000Z;m21;528272672.0;140504030.4
2017-10-03T06:01:00.000000Z;m21;528272672.0;140101708.8
2017-10-03T06:02:00.000000Z;m21;528272672.0;139730371.2
2017-10-03T06:03:00.000000Z;m21;528272672.0;139381596.0
2017-10-03T06:04:00.000000Z;m21;528272672.0;139206044.0
2017-10-03T06:05:00.000000Z;m21;528272672.0;139154121.87
2017-10-03T06:06:00.000000Z;m21;528272672.0;138764349.33
2017-10-03T06:07:00.000000Z;m21;528272672.0;138290593.33
2017-10-03T06:08:00.000000Z;m21;528272672.0;137968965.87
2017-10-03T06:09:00.000000Z;m21;528272672.0;137810286.13
2017-10-03T06:10:00.000000Z;m21;528272672.0;137237255.47
2017-10-03T06:11:00.000000Z;m21;528272672.0;137010474.67
2017-10-03T06:12:00.000000Z;m21;528272672.0;136754380.27
2017-10-03T06:13:00.000000Z;m21;528272672.0;136603690.67
2017-10-03T06:14:00.000000Z;m21;528272672.0;136211360.0
2017-10-03T06:15:00.000000Z;m21;528272672.0;136044571.2
2017-10-03T06:16:00.000000Z;m21;528272672.0;136014610.13
2017-10-03T06:17:00.000000Z;m21;528272672.0;135950929.6
2017-10-03T06:18:00.000000Z;m21;528272672.0;135934529.07
2017-10-03T06:19:00.000000Z;m21;528272672.0;135927804.8
2017-10-03T06:20:00.000000Z;m21;528272672.0;135988466.13
2017-10-03T06:21:00.000000Z;m21;528272672.0;135956725.33
2017-10-03T06:22:00.000000Z;m21;528272672.0;135977480.53
2017-10-03T06:23:00.000000Z;m21;528272672.0;135921388.8
2017-10-03T06:24:00.000000Z;m21;528272672.0;136018208.0
2017-10-03T06:25:00.000000Z;m21;528272672.0;135896943.47
2017-10-03T06:26:00.000000Z;m21;528272672.0;135834262.93
2017-10-03T06:27:00.000000Z;m21;528272672.0;135796365.6
2017-10-03T06:28:00.000000Z;m21;528272672.0;135764181.6
2017-10-03T06:29:00.000000Z;m21;528272672.0;135710445.33
2017-10-03T06:30:00.000000Z;m21;528272672.0;135705338.67
2017-10-03T06:31:00.000000Z;m21;528272672.0;135698302.4
2017-10-03T06:32:00.000000Z;m21;528272672.0;135668933.33
2017-10-03T06:33:00.000000Z;m21;528272672.0;135668170.67
2017-10-03T06:34:00.000000Z;m21;528272672.0;135660406.4
2017-10-03T06:35:00.000000Z;m21;528272672.0;135703978.67
2017-10-03T06:36:00.000000Z;m21;528272672.0;135637660.8
2017-10-03T06:37:00.000000Z;m21;528272672.0;135654333.33
2017-10-03T06:38:00.000000Z;m21;528272672.0;135638391.47
2017-10-03T06:39:00.000000Z;m21;528272672.0;135624649.6
2017-10-03T06:40:00.000000Z;m21;528272672.0;135680096.0
2017-10-03T06:41:00.000000Z;m21;528272672.0;135809610.4
2017-10-03T06:42:00.000000Z;m21;528272672.0;135629043.2
2017-10-03T06:43:00.000000Z;m21;528272672.0;135570445.6
2017-10-03T06:44:00.000000Z;m21;528272672.0;135539837.33
2017-10-03T06:45:00.000000Z;m21;528272672.0;135533008.53
2017-10-03T06:46:00.000000Z;m21;528272672.0;135547560.53
2017-10-03T06:47:00.000000Z;m21;528272672.0;135537964.27
2017-10-03T06:48:00.000000Z;m21;528272672.0;135550114.13
2017-10-03T06:49:00.000000Z;m21;528272672.0;135556404.0
2017-10-03T06:50:00.000000Z;m21;528272672.0;135542459.2
2017-10-03T06:51:00.000000Z;m21;528272672.0;135547208.53
2017-10-03T06:52:00.000000Z;m21;528272672.0;135560802.13
2017-10-03T06:53:00.000000Z;m21;528272672.0;135581798.4
2017-10-03T06:54:00.000000Z;m21;528272672.0;135562761.6
2017-10-03T06:55:00.000000Z;m21;528272672.0;135564464.0
2017-10-03T06:56:00.000000Z;m21;528272672.0;135644268.0
2017-10-03T06:57:00.000000Z;m21;528272672.0;135669504.0
2017-10-03T06:58:00.000000Z;m21;528272672.0;135581718.4
2017-10-03T06:59:00.000000Z;m21;528272672.0;135538346.67
2017-10-03T07:00:00.000000Z;m21;528272672.0;135592229.33
2017-10-03T07:01:00.000000Z;m21;528272672.0;135543006.93
2017-10-03T07:02:00.000000Z;m21;528272672.0;135540907.2
